src_id,tgt_id,stratum,screening_score,N_stratum,n_stratum,weight,in_pilot,source,batch_x,relationship,justification,confidence,batch_y
5.3-8,5.2.3-2,M,0.6853864734299517,1490.0,200.0,7.45,False,sample,8,NO_RELATION,Timeliness of security updates versus justifying the use of poorly documented model components.,3,8
5.7-2,5.2.1-4.1,H,0.8039452495974236,497.0,250.0,1.988,False,sample,8,NO_RELATION,Detecting unauthorized change to device software versus sanitising training data and inputs; different integrity problems with no single control joining them.,2,8
5.9-3,5.1.3-1.1,L,0.407487922705314,2981.0,200.0,14.905,False,sample,8,NO_RELATION,Orderly network reconnection versus threat modelling on configuration change; the process text does not name network behaviour.,3,8
5.5-8,5.1.4-3,M,0.7323268921095009,1490.0,200.0,7.45,False,sample,8,NO_RELATION,Lifecycle management of critical security parameters versus technical measures supporting human oversight.,3,8
5.3-8,5.2.4-2.1,L,0.356682769726248,2981.0,200.0,14.905,False,sample,8,NO_RELATION,Update timeliness versus recording the provenance of scraped training data.,3,8
5.12-2,5.2.1-4,H,0.7848631239935587,497.0,250.0,1.988,False,sample,8,NO_RELATION,Setup guidance for consumers versus access protection for training and test data.,3,8
5.3-14,5.2.3-4,H,0.9434581320450884,497.0,250.0,1.988,False,sample,8,OVERLAP,"Both require accessible advance communication about update status; A covers absence of updates and replacement support, B covers planned model updates.",2,8
5.4-4,5.1.3-1.1,H,0.9271336553945247,497.0,250.0,1.988,False,sample,8,NO_RELATION,Uniqueness of device security parameters versus threat modelling triggered by configuration change.,3,8
5.6-9,5.1.3-1.1,H,0.8154991948470208,497.0,250.0,1.988,False,sample,8,COMPLEMENTARITY,Secure development process and lifecycle threat modelling are distinct processes that jointly constitute a secure development lifecycle.,2,8
5.9-2,5.2.3-1,L,0.1816022544283413,2981.0,200.0,14.905,False,sample,8,NO_RELATION,Local operation during network loss versus secure software supply chain processes.,3,8
5.6-9,5.1.1-2.2,,,,,,,pilot,8,COMPLEMENTARITY,"A mandates the secure development process, B the developer competence it depends on; together they form one secure development programme.",3,8
5.3-9,5.1.2-6,L,0.4104669887278583,2981.0,200.0,14.905,False,sample,8,NO_RELATION,Verifying update authenticity versus limiting the permissions an AI system holds on connected systems.,3,8
5.1-4,5.2.3-2.2,M,0.6521336553945251,1490.0,200.0,7.45,False,sample,8,NO_RELATION,Changing an authentication value versus sharing documentation with End-users.,3,8
5.11-3,5.2.1-2,L,0.5222222222222223,2981.0,200.0,14.905,False,sample,8,NO_RELATION,Deletion instructions for consumers versus asset tracking and version control for AI artefacts.,3,8
5.1-2A,5.2.2-3,L,0.361231884057971,2981.0,200.0,14.905,False,sample,8,NO_RELATION,Password use in machine-to-machine authentication versus separation of development and tuning environments.,3,8
5.5-8,5.3.1-3,H,0.8736714975845411,497.0,250.0,1.988,False,sample,8,NO_RELATION,Management of critical security parameters versus supporting End-users through an incident.,3,8
5.2-2,5.2.4-2,L,0.5444041867954911,2981.0,200.0,14.905,False,sample,8,NO_RELATION,Acting on disclosed vulnerabilities versus documenting the provenance of public training data.,3,8
5.6-9,5.2.3-2,H,0.8958534621578099,497.0,250.0,1.988,False,sample,8,NO_RELATION,Secure development of the manufacturer's own software versus justifying reliance on third-party components.,2,8
5.4-4,5.3.1-2,M,0.7086553945249597,1490.0,200.0,7.45,False,sample,8,NO_RELATION,Uniqueness of security parameters versus user guidance on system configuration.,3,8
5.1-4,5.1.2-5,L,0.4484299516908213,2981.0,200.0,14.905,False,sample,8,NO_RELATION,Changing an authentication value versus matching intended system usage to data sensitivity.,3,8
5.9-1,5.1.4-5,L,0.4171900161030596,2981.0,200.0,14.905,False,sample,8,NO_RELATION,Resilience to power and network outages versus informing users of prohibited use cases.,3,8
5.2-2,5.1.3-2,H,0.8326489533011273,497.0,250.0,1.988,False,sample,8,COMPLEMENTARITY,Remediating disclosed vulnerabilities and communicating unresolved threats downstream are the two halves of coordinated vulnerability handling.,3,8
5.6-5,5.3.1-2.2,L,0.5015901771336555,2981.0,200.0,14.905,False,sample,8,NO_RELATION,Disabling unnecessary software services versus notifying users of security-relevant updates.,3,8
5.6-6,5.2.4-2,L,0.0936795491143317,2981.0,200.0,14.905,False,sample,8,NO_RELATION,Code minimization versus documenting the origin of public training data.,3,8
5.3-6A,5.1.4-5,L,0.3498389694041868,2981.0,200.0,14.905,False,sample,8,NO_RELATION,User control over automatic updates versus awareness of prohibited use cases.,3,8
5.8-1,5.1.2-4,M,0.7301127214170693,1490.0,200.0,7.45,False,sample,8,NO_RELATION,Encryption of personal data in transit versus risk assessment of external AI components.,3,8
5.9-3,5.1.1-1,,,,,,,pilot,9,NO_RELATION,Orderly network reconnection versus the AI content of a staff security training programme.,3,9
5.1-4,5.2.4-2,L,0.4297906602254429,2981.0,200.0,14.905,False,sample,9,NO_RELATION,Changing an authentication value versus documenting the provenance of public training data.,3,9
5.12-2,5.1.1-2,H,0.7936392914653785,497.0,250.0,1.988,False,sample,9,NO_RELATION,Guidance aimed at consumers versus threat awareness maintained by an organization's own staff.,3,9
5.3-12,5.3.1-2.2,,,,,,,pilot,9,OVERLAP,"Both require users to be told about updates; A covers disruption to functionality, B covers security relevance and explanation.",3,9
5.6-2,5.2.2-2,,,,,,,pilot,9,OVERLAP,"Both restrict what an attacker can extract through an exposed interface, A by limiting disclosure, B by limiting access rate.",2,9
5.5-6,5.2.4-3,L,0.3140499194847021,2981.0,200.0,14.905,False,sample,9,NO_RELATION,Encryption of security parameters in transit versus an audit log of prompt and configuration changes.,3,9
5.12-2,5.2.4-3,H,0.8674718196457327,497.0,250.0,1.988,False,sample,9,NO_RELATION,Consumer setup guidance versus logging changes to model configuration.,3,9
5.3-14,5.2.1-4.1,H,0.8037842190016103,497.0,250.0,1.988,False,sample,9,NO_RELATION,Publishing the rationale for absent updates versus sanitising data and inputs at design time.,3,9
5.1-2,5.1.2-2,M,0.7287439613526571,1490.0,200.0,7.45,False,sample,9,NO_RELATION,Password generation resistant to automated attack versus general robustness to adversarial AI attacks; B does not name credentials.,2,9
5.1-5,5.2.2-2,,,,,,,pilot,9,OVERLAP,"Both make automated attack through an exposed interface impracticable, A against brute-forced authentication, B against model access rate.",3,9
5.5-5,5.2.2-1,L,0.5577697262479872,2981.0,200.0,14.905,True,sample,9,OVERLAP,"Both require access control over security-relevant surfaces, A on device configuration interfaces, B on APIs, models and pipelines.",2,9
5.12-2,5.1.3-1.2,M,0.687157809983897,1490.0,200.0,7.45,False,sample,9,NO_RELATION,Secure setup guidance versus the risk carried by unused model capabilities.,3,9
5.6-6,5.1.3-1.2,,,,,,,pilot,9,OVERLAP,"Both cut attack surface by removing unnecessary capability; A mandates minimizing code, B mandates managing the risk of superfluous model functionality.",3,9
5.3-15B,5.2.2-1,L,0.1549114331723027,2981.0,200.0,14.905,False,sample,9,NO_RELATION,Hardware replaceability versus evaluation of access control frameworks.,3,9
5.5-8,5.1.1-1,M,0.7497181964573268,1490.0,200.0,7.45,False,sample,9,NO_RELATION,Lifecycle management of security parameters versus AI content in a training programme.,3,9
5.8-3,5.2.4-1.2,M,0.6246376811594203,1490.0,200.0,7.45,False,sample,9,NO_RELATION,Documenting sensing capabilities versus publishing hashes of model components.,3,9
5.2-3,5.1.2-4,H,0.859500805152979,497.0,250.0,1.988,False,sample,9,COMPLEMENTARITY,Vulnerability management of one's own product and due diligence on external components are the two halves of product security assurance across the supply chain.,2,9
5.6-5,5.3.1-2.1,H,0.7754428341384864,497.0,250.0,1.988,False,sample,9,NO_RELATION,Disabling unnecessary services versus guidance on appropriate use and failure modes.,3,9
5.13-1A,5.2.4-2,M,0.6209339774557165,1490.0,200.0,7.45,False,sample,9,NO_RELATION,Runtime validation of user interface input versus documentation that allows poisoned training data to be traced after the fact.,2,9
5.3-5,5.2.2-1,L,0.3242351046698873,2981.0,200.0,14.905,False,sample,9,NO_RELATION,Checking for available updates versus evaluation of access control frameworks.,3,9
5.5-2,5.2.2-3,M,0.6896135265700483,1490.0,200.0,7.45,False,sample,9,NO_RELATION,Use of reviewed cryptographic implementations versus separated development and tuning environments.,3,9
5.11-2,5.5.1-1,M,0.740499194847021,1490.0,200.0,7.45,False,sample,9,OVERLAP,"Both require secure disposal of data held in back-end services, A on user request, B on transfer of ownership.",2,9
5.2-3,5.2.2-1,H,0.8813204508856682,497.0,250.0,1.988,False,sample,9,NO_RELATION,Continuous vulnerability monitoring versus a review of organizational access control frameworks.,2,9
5.3-4B,5.5.1-1,M,0.7655394524959742,1490.0,200.0,7.45,False,sample,9,NO_RELATION,Automatic update activation versus secure disposal of assets on transfer of ownership.,3,9
5.5-5,5.2.2-5,L,0.3427133655394525,2981.0,200.0,14.905,False,sample,9,NO_RELATION,Authentication before configuration change versus incident management and recovery planning.,3,9
5.7-2,5.2.2-1,L,0.3665458937198068,2981.0,200.0,14.905,False,sample,9,NO_RELATION,Alerting on unauthorized software change versus evaluation of access control frameworks.,3,9
5.7-2,5.2.3-2,H,0.7953703703703704,497.0,250.0,1.988,False,sample,9,NO_RELATION,Detection of unauthorized change versus justifying the use of poorly documented components.,3,9
5.0-1,5.2.2-5,L,0.5241545893719806,2981.0,200.0,14.905,False,sample,9,NO_RELATION,Recording justifications for non-applicable provisions versus incident and recovery planning.,3,9
5.1-1,5.2.4-2,L,0.4154589371980676,2981.0,200.0,14.905,True,sample,9,NO_RELATION,Per-device password uniqueness versus documenting where public training data came from.,3,9
5.12-3,5.1.3-4,H,0.832085346215781,497.0,250.0,1.988,False,sample,9,COMPLEMENTARITY,User-side checking and operator-side continuous monitoring are different obligations that together keep a deployed system in a secure state.,2,9
5.8-2,5.4.1-1,M,0.5867954911433173,1490.0,200.0,7.45,False,sample,9,NO_RELATION,Encryption of sensitive personal data in transit versus the delivery chain for security patches.,3,9
5.4-4,5.1.3-1.2,H,0.7807568438003221,497.0,250.0,1.988,False,sample,9,NO_RELATION,Uniqueness of security parameters versus the risk of unused model capability.,3,9
5.2-3,5.3.1-2.2,H,0.7991143317230274,497.0,250.0,1.988,False,sample,9,COMPLEMENTARITY,Rectifying vulnerabilities and notifying users of the resulting security updates are consecutive steps of one handling process.,3,9
5.1-2,5.2.4-3,M,0.6643719806763285,1490.0,200.0,7.45,False,sample,9,NO_RELATION,Password generation mechanism versus an audit log of model configuration changes.,3,9
5.3-16,5.2.4-3,M,0.5727455716586152,1490.0,200.0,7.45,False,sample,9,NO_RELATION,Recognizable model designation on a device versus logging changes to system prompts.,3,9
5.6-7,5.2.2-3,H,0.7890096618357487,497.0,250.0,1.988,True,sample,9,OVERLAP,"Both mandate least privilege, A for software running on the device, B for development and tuning environments.",3,9
5.8-3,5.3.1-3,H,0.7773349436392915,497.0,250.0,1.988,False,sample,9,NO_RELATION,Documenting sensing capabilities versus supporting users through an incident.,3,9
5.4-3,5.2.4-1.2,M,0.6881642512077295,1490.0,200.0,7.45,False,sample,9,NO_RELATION,Prohibiting hard-coded security parameters versus publishing hashes for model components.,3,9
5.3-7,5.1.2-2,M,0.5661835748792271,1490.0,200.0,7.45,False,sample,9,NO_RELATION,Cryptography for the update mechanism versus general robustness of the AI system to adversarial input.,2,9
5.9-3,5.2.4-1.2,L,0.2052334943639291,2981.0,200.0,14.905,False,sample,9,NO_RELATION,Orderly network reconnection versus cryptographic hashes for model components.,3,9
5.3-14,5.2.3-1,M,0.6835346215780997,1490.0,200.0,7.45,False,sample,10,NO_RELATION,Publishing the rationale for absent updates versus secure software supply chain processes.,3,10
5.8-2,5.3.1-2,M,0.561352657004831,1490.0,200.0,7.45,False,sample,10,NO_RELATION,Encryption of sensitive personal data in transit versus accessible user guidance on system configuration.,3,10
5.3-14,5.2.5-4.1,L,0.4991143317230274,2981.0,200.0,14.905,False,sample,10,NO_RELATION,Transparency about hardware replacement support versus evaluating model outputs for unintended influence.,3,10
5.8-2,5.1.2-6,H,0.7957326892109501,497.0,250.0,1.988,False,sample,10,NO_RELATION,Confidentiality of data in transit versus the permissions an AI system holds on connected systems.,2,10
5.3-1,5.4.1-1,H,0.8136876006441224,497.0,250.0,1.988,True,sample,10,OVERLAP,"Both ensure security fixes can reach the deployed product; A mandates updateable components, B the provision and delivery of patches.",3,10
5.5-3,5.2.5-1,L,0.2085346215780998,2981.0,200.0,14.905,False,sample,10,NO_RELATION,Replaceability of cryptographic primitives versus security testing before release.,3,10
5.3-8,5.4.1-1,H,0.9316022544283415,497.0,250.0,1.988,True,sample,10,OVERLAP,"Both govern delivery of security updates; A adds the timeliness obligation, B the notification chain through operators to end-users.",3,10
5.6-4A,5.4.1-2,L,0.5287037037037037,2981.0,200.0,14.905,False,sample,10,NO_RELATION,Disabling debug interfaces versus re-testing after a major system update.,3,10
5.9-3,5.2.4-3,L,0.2681964573268921,2981.0,200.0,14.905,False,sample,10,NO_RELATION,Orderly network reconnection versus an audit log of model configuration changes.,3,10
5.9-1,5.2.1-3,M,0.7662640901771336,1490.0,200.0,7.45,True,sample,10,OVERLAP,"Both pursue continuity of service under disruption, A by designed-in resilience to outages, B by recovery planning against attacks.",2,10
5.6-4A,5.2.5-4,M,0.5638888888888889,1490.0,200.0,7.45,False,sample,10,OVERLAP,"Both close channels through which internals can be extracted, A the debug interface, B the model output.",2,10
5.10-1,5.1.3-4,M,0.5853462157809984,1490.0,200.0,7.45,False,sample,10,OVERLAP,"Both require ongoing monitoring for security problems, A specifically of telemetry, B of the system infrastructure at large.",2,10
5.11-2,5.4.2-2,L,0.3453703703703704,2981.0,200.0,14.905,False,sample,10,NO_RELATION,Deletion of personal data from services versus log analysis for model anomalies.,3,10
5.6-4A,5.2.1-1,L,0.4676731078904992,2981.0,200.0,14.905,False,sample,10,NO_RELATION,Disabling debug interfaces versus maintaining an asset inventory.,3,10
5.8-2,5.5.1-2,M,0.5585346215780999,1490.0,200.0,7.45,False,sample,10,COMPLEMENTARITY,Confidentiality in transit and secure deletion at decommissioning cover different stages of one data protection lifecycle.,2,10
5.2-1,5.5.1-2,M,0.622061191626409,1490.0,200.0,7.45,False,sample,10,NO_RELATION,Publishing a vulnerability disclosure policy versus secure deletion on decommissioning.,3,10
5.6-4B,5.2.1-2,L,0.3349033816425121,2981.0,200.0,14.905,False,sample,10,NO_RELATION,Physical protection of debug ports versus tooling for tracking and version-controlling AI assets.,3,10
5.8-1,5.2.4-1.1,M,0.6504830917874396,1490.0,200.0,7.45,False,sample,10,NO_RELATION,Encryption of personal data in transit versus the security content of model documentation.,3,10
5.0-1,5.1.2-7,H,0.9144122383252816,497.0,250.0,1.988,False,sample,10,COMPLEMENTARITY,Recording why a provision is unmet and assessing a provider's adherence are different obligations that together demonstrate conformance across the supply chain.,2,10
5.6-8,5.2.1-4,H,0.8878019323671499,497.0,250.0,1.988,False,sample,10,NO_RELATION,"Memory access control is an exploit mitigation, not a data confidentiality control; B concerns unauthorized access to training data.",2,10
5.0-1,5.1.1-2,H,0.8544685990338164,497.0,250.0,1.988,False,sample,10,NO_RELATION,Recording justifications for non-applicable provisions versus staff threat awareness.,3,10
5.6-7,5.1.2-1,L,0.4771739130434782,2981.0,200.0,14.905,False,sample,10,NO_RELATION,Least privilege at runtime versus the business case assessment preceding an AI system.,3,10
5.3-4B,5.1.3-4,M,0.7501207729468599,1490.0,200.0,7.45,False,sample,10,NO_RELATION,Activation of automatic updates versus continuous infrastructure monitoring against risk appetite.,2,10
5.12-2,5.4.1-3,L,0.452536231884058,2981.0,200.0,14.905,False,sample,10,NO_RELATION,Setup guidance for consumers versus preview access that lets operators evaluate model changes.,2,10
5.1-2A,5.4.2-2,L,0.2527375201288245,2981.0,200.0,14.905,False,sample,10,NO_RELATION,Password use in machine-to-machine authentication versus log analysis for model drift and poisoning.,3,10
5.13-1B,5.2.1-3.1,L,0.3553140096618358,2981.0,200.0,14.905,False,sample,10,COMPLEMENTARITY,Input validation prevents manipulation and restorable known good state recovers from it; together they form the response to system manipulation.,2,10
5.3-4A,5.1.3-1.3,L,0.1753220611916264,2981.0,200.0,14.905,False,sample,10,NO_RELATION,Automating an update mechanism versus selecting risk controls against corporate risk tolerance.,3,10
5.5-7,5.2.2-1,,,,,,,pilot,10,NO_RELATION,Confidentiality of security parameters on the wire versus an organizational review of access control frameworks; B does not name credential protection.,2,10
5.3-16,5.2.1-1,L,0.499194847020934,2981.0,200.0,14.905,False,sample,10,COMPLEMENTARITY,Recognizable device designation and a maintained asset inventory are the outward and inward halves of asset identification.,2,10
5.5-8,5.4.1-1,H,0.7904589371980676,497.0,250.0,1.988,False,sample,10,NO_RELATION,Lifecycle management of security parameters versus the patch delivery chain.,3,10
5.5-7,5.2.5-3,L,0.1726650563607085,2981.0,200.0,14.905,False,sample,10,NO_RELATION,Confidentiality of security parameters over the network versus sharing test findings with operators.,3,10
5.3-4B,5.3.1-2.2,H,0.8640901771336555,497.0,250.0,1.988,False,sample,10,OVERLAP,"Both concern how security updates reach the user; A through consented automation, B through proactive notification.",2,10
5.5-3,5.1.2-2,L,0.3166666666666667,2981.0,200.0,14.905,False,sample,10,NO_RELATION,Cryptographic agility versus robustness of the model to adversarial input; different failure modes.,2,10
5.8-1,5.1.1-2.2,M,0.7052737520128826,1490.0,200.0,7.45,False,sample,10,NO_RELATION,Encryption of personal data in transit versus secure coding training for AI developers.,3,10
5.3-8,5.2.4-3,H,0.7810789049919485,497.0,250.0,1.988,False,sample,10,NO_RELATION,Update timeliness versus an audit log of prompt and configuration changes.,3,10
5.5-2,5.4.2-1,M,0.694243156199678,1490.0,200.0,7.45,False,sample,10,NO_RELATION,Use of reviewed cryptographic implementations versus logging system and user actions.,3,10
5.3-3,5.2.1-4.2,L,0.2600644122383252,2981.0,200.0,14.905,False,sample,10,NO_RELATION,Ease of applying an update versus protection of confidential training data and weights.,3,10
5.6-9,5.1.3-1.2,H,0.8232689210950082,497.0,250.0,1.988,False,sample,10,COMPLEMENTARITY,A secure development process and the specific obligation to strip superfluous model capability both fall under secure development of the artefact.,2,10
5.3-6B,5.2.1-4.1,H,0.7789855072463769,497.0,250.0,1.988,False,sample,10,NO_RELATION,User control over update notifications versus sanitisation of data and inputs.,3,10
5.4-2,5.1.4-5,L,0.297061191626409,2981.0,200.0,14.905,False,sample,10,NO_RELATION,Tamper resistance of a hard-coded device identity versus awareness of prohibited use cases.,3,10
5.4-4,5.2.5-1,H,0.9028582930756844,497.0,250.0,1.988,False,sample,11,NO_RELATION,Uniqueness of device security parameters versus security testing before release.,3,11
5.5-8,5.3.1-2.1,H,0.7713768115942029,497.0,250.0,1.988,False,sample,11,NO_RELATION,Management of critical security parameters versus guidance on appropriate use and failure modes.,3,11
5.6-1,5.1.2-6,H,0.8579911433172303,497.0,250.0,1.988,False,sample,11,OVERLAP,"Both remove access that is not needed for operation, A by disabling unused interfaces, B by limiting the permissions the system holds elsewhere.",3,11
5.6-2,5.2.4-2,M,0.7299919484702093,1490.0,200.0,7.45,False,sample,11,NO_RELATION,Limiting unauthenticated disclosure over network interfaces versus documenting training data provenance.,3,11
5.7-1,5.1.2-6,M,0.6273752012882448,1490.0,200.0,7.45,False,sample,11,NO_RELATION,Secure boot verification versus the permissions an AI system holds on other systems.,3,11
5.5-8,5.1.2-1,H,0.7979871175523349,497.0,250.0,1.988,False,sample,11,NO_RELATION,Lifecycle management of security parameters versus the assessment preceding a decision to build.,3,11
5.3-2,5.1.2-1.1,L,0.4544685990338165,2981.0,200.0,14.905,False,sample,11,NO_RELATION,Presence of a secure update mechanism versus involving Data Custodians in requirements discussions.,3,11
5.2-1,5.3.1-3,H,0.80414653784219,497.0,250.0,1.988,False,sample,11,COMPLEMENTARITY,Publishing a disclosure route and supporting users through an incident are separate obligations under one external incident-handling capability.,2,11
5.6-4B,5.2.2-6,L,0.1706924315619968,2981.0,200.0,14.905,False,sample,11,NO_RELATION,Physical protection of debug ports versus contractual terms with cloud providers.,3,11
5.9-3,5.4.2-4,L,0.538647342995169,2981.0,200.0,14.905,False,sample,11,NO_RELATION,Orderly network reconnection versus monitoring model behaviour for security-relevant drift.,3,11
5.6-9,5.1.3-2,H,0.826328502415459,497.0,250.0,1.988,False,sample,11,NO_RELATION,Secure development process versus communicating unresolvable threats down the supply chain.,2,11
5.7-1,5.2.3-1,,,,,,,pilot,11,COMPLEMENTARITY,Secure boot verifies the software at runtime and supply chain process governs how it was built; together they assure software integrity.,2,11
5.2-3,5.2.1-2,H,0.8502012882447664,497.0,250.0,1.988,False,sample,11,COMPLEMENTARITY,"Vulnerability rectification depends on knowing which assets and versions are deployed, which is what B mandates.",2,11
5.12-2,5.3.1-2,H,0.9391304347826086,497.0,250.0,1.988,True,sample,11,OVERLAP,Both require accessible guidance to the end user on setting up and configuring the system securely.,3,11
5.5-2,5.1.2-6,H,0.7752415458937197,497.0,250.0,1.988,False,sample,11,NO_RELATION,Reviewed cryptographic implementations versus permissions granted on connected systems.,3,11
5.6-9,5.2.3-3,M,0.7419887278582931,1490.0,200.0,7.45,False,sample,11,NO_RELATION,Secure development of one's own software versus re-evaluating third-party released models.,2,11
5.2-1,5.4.1-3,L,0.412962962962963,2981.0,200.0,14.905,False,sample,11,NO_RELATION,Vulnerability disclosure policy versus preview access that lets operators evaluate model changes.,3,11
5.5-1,5.1.2-1,H,0.8006441223832528,497.0,250.0,1.988,False,sample,11,NO_RELATION,Cryptography for secure communication versus the business case assessment preceding an AI system.,3,11
5.5-2,5.2.5-2.1,H,0.8460950080515298,497.0,250.0,1.988,True,sample,11,OVERLAP,"Both require independent competent review of the security implementation, A of the cryptographic implementation, B through independent testers.",3,11
5.3-3,5.1.3-1.2,M,0.6179951690821256,1490.0,200.0,7.45,False,sample,11,NO_RELATION,Ease of applying an update versus the risk of unused model capability.,3,11
5.13-1B,5.2.1-2,M,0.7360305958132044,1490.0,200.0,7.45,False,sample,11,NO_RELATION,Validation of network input versus asset tracking and version control.,3,11
5.3-11,5.1.4-3,M,0.5720209339774558,1490.0,200.0,7.45,False,sample,11,NO_RELATION,Informing the user that an update is needed versus technical measures supporting human oversight of a model.,2,11
5.8-1,5.1.4-3,M,0.5931159420289855,1490.0,200.0,7.45,False,sample,11,NO_RELATION,Encryption of personal data in transit versus measures enabling human oversight.,3,11
5.8-1,5.2.2-1,H,0.8172302737520128,497.0,250.0,1.988,False,sample,11,NO_RELATION,Transit encryption versus an organizational review of access control frameworks; B does not reach data in transit.,2,11
5.3-8,5.1.3-1.1,H,0.8745169082125603,497.0,250.0,1.988,False,sample,11,NO_RELATION,Timeliness of security updates versus threat modelling on configuration change.,3,11
5.3-5,5.3.1-2.2,H,0.9243156199677938,497.0,250.0,1.988,False,sample,11,OVERLAP,"Both ensure users learn that a security update exists, A by the device checking, B by the operator notifying.",2,11
5.3-10,5.1.3-1.3,L,0.3843397745571658,2981.0,200.0,14.905,False,sample,11,NO_RELATION,Verifying update authenticity versus selecting controls against corporate risk tolerance.,3,11
5.3-14,5.4.1-1.1,H,0.8270531400966185,497.0,250.0,1.988,True,sample,11,OVERLAP,"Both address products that cannot be updated; A mandates transparency and replacement support, B contingency mitigation of the residual risk.",3,11
5.8-1,5.2.2-5,L,0.2043075684380032,2981.0,200.0,14.905,False,sample,11,NO_RELATION,Encryption of personal data in transit versus incident management and recovery planning.,3,11
5.12-3,5.3.1-3,H,0.939573268921095,497.0,250.0,1.988,False,sample,11,NO_RELATION,Guidance on checking a secure state versus support offered during and after an incident.,2,11
5.5-2,5.1.4-1,M,0.6253623188405797,1490.0,200.0,7.45,False,sample,11,NO_RELATION,Reviewed cryptographic implementations versus designed-in human oversight capability.,3,11
5.6-6,5.4.1-1,L,0.24158615136876,2981.0,200.0,14.905,False,sample,11,NO_RELATION,Code minimization versus the provision and delivery of security patches.,3,11
5.13-1A,5.1.2-3,M,0.7437600644122383,1490.0,200.0,7.45,False,sample,11,NO_RELATION,Validation of user interface input versus maintaining an audit trail over models and datasets.,3,11
5.5-2,5.4.1-1,H,0.850523349436393,497.0,250.0,1.988,False,sample,11,NO_RELATION,Reviewed cryptographic implementations versus security update delivery.,3,11
5.12-1,5.3.1-2.2,H,0.8704911433172302,497.0,250.0,1.988,False,sample,11,COMPLEMENTARITY,Minimizing security decisions asked of the user and explaining security updates clearly are different obligations serving usable security.,2,11
5.6-8,5.2.2-3,H,0.8428743961352657,497.0,250.0,1.988,False,sample,11,OVERLAP,"Both contain a compromise by enforced isolation, A between memory regions, B between development and production environments.",2,11
5.6-9,5.4.1-1.1,H,0.8534219001610307,497.0,250.0,1.988,False,sample,11,NO_RELATION,Secure development processes versus contingency planning where updates cannot be provided.,3,11
5.6-6,5.1.3-3,L,0.150805152979066,2981.0,200.0,14.905,False,sample,11,NO_RELATION,Code minimization versus assurance that an external risk owner can address its risks.,3,11
5.6-1,5.2.1-4,H,0.7991143317230274,497.0,250.0,1.988,False,sample,11,NO_RELATION,Disabling unused interfaces reduces attack surface; B concerns confidentiality of training and test data.,2,11
5.6-4A,5.3.1-2,M,0.5740338164251207,1490.0,200.0,7.45,False,sample,11,NO_RELATION,Disabling debug interfaces versus accessible user guidance on system configuration.,3,11
5.9-1,5.3.1-2,L,0.2998792270531401,2981.0,200.0,14.905,False,sample,12,NO_RELATION,Resilience to power and network outages versus accessible guidance on system configuration.,3,12
5.12-3,5.3.1-2.2,H,0.8161433172302738,497.0,250.0,1.988,False,sample,12,OVERLAP,"Both keep users informed so they can maintain a secure state; A through checking guidance, B through proactive update notices.",2,12
5.8-1,5.2.1-4,H,0.8303140096618357,497.0,250.0,1.988,True,sample,12,OVERLAP,"Both protect sensitive data from unauthorized access, A on the wire, B wherever training and test data are held.",2,12
5.5-4,5.5.1-2,L,0.2803945249597423,2981.0,200.0,14.905,False,sample,12,NO_RELATION,Authentication before network access versus secure deletion at decommissioning.,3,12
5.5-2,5.2.5-3,M,0.6843800322061192,1490.0,200.0,7.45,False,sample,12,NO_RELATION,Using reviewed implementations versus passing test findings to downstream operators.,2,12
5.3-12,5.2.3-4,H,0.860950080515298,497.0,250.0,1.988,False,sample,12,OVERLAP,"Both require advance notice to users before an update lands, A when it disrupts function, B whenever a model is updated.",3,12
5.3-16,5.1.1-2.2,L,0.2265297906602254,2981.0,200.0,14.905,False,sample,12,NO_RELATION,Recognizable model designation versus secure coding training for developers.,3,12
5.1-3,5.5.1-2,M,0.589170692431562,1490.0,200.0,7.45,False,sample,12,NO_RELATION,Cryptographic strength of authentication versus secure deletion at decommissioning.,3,12
5.4-3,5.2.4-3,M,0.558816425120773,1490.0,200.0,7.45,False,sample,12,NO_RELATION,Prohibiting hard-coded security parameters versus an audit log of configuration changes.,3,12
5.8-3,5.3.1-1,H,0.933695652173913,497.0,250.0,1.988,True,sample,12,OVERLAP,"Both require accessible disclosure of what the product does with data, A of sensing capabilities, B of where and how data is used and stored.",3,12
5.2-1,5.2.2-1,L,0.5305958132045088,2981.0,200.0,14.905,False,sample,12,NO_RELATION,Vulnerability disclosure policy versus evaluation of access control frameworks.,3,12
5.6-8,5.2.1-2,H,0.909500805152979,497.0,250.0,1.988,False,sample,12,NO_RELATION,Hardware memory access control versus asset tracking and version control.,3,12
5.5-1,5.2.3-2,H,0.8291062801932366,497.0,250.0,1.988,False,sample,12,NO_RELATION,Best practice cryptography for communication versus justifying use of poorly documented components.,3,12
5.3-9,5.2.4-1.2,,,,,,,pilot,12,OVERLAP,"Both establish authenticity of a distributed artefact; A obliges the recipient to verify, B obliges the publisher to release the hashes.",3,12
5.1-2,5.3.1-1,H,0.7754025764895329,497.0,250.0,1.988,False,sample,12,NO_RELATION,Password generation mechanism versus transparency about data use and storage.,3,12
5.3-13,5.2.4-1,H,0.9028582930756844,497.0,250.0,1.988,False,sample,12,OVERLAP,"Both publish maintenance commitments, A the support period to users, B the design and post-deployment plans to downstream parties.",2,12
